,abacavir,abirateron,acetaminop,acetazolam,acetic,adefovir,adenosine,albuterol,alclometas,aliskiren,aluminum,amantadine,ambrisenta,amifostine,amikacin,amino,aminocapro,amiodarone,amitriptyl,amoxapine,amoxicilli,amphetamin,ampicillin,anagrelide,argatroban,aspirin,atropine,azacitidin,azithromyc,bacteriost,belladonna,benzonatat,betamethas,bivalirudi,bleomycin,bosentan,bromphenir,budesonide,bumetanide,bupivacain,busulfan,butenafine,calcipotri,calcitonin,calcium,capecitabi,captopril,carbamazep,cardene,caspofungi,cefazolin,cefdinir,cefixime,cefotaxime,cefotetan,cefoxitin,ceftazidim,cefuroxime,cetirizine,chloramphe,chlordiaze,chloroproc,chlorothia,ciprofloxa,cisatracur,cisplatin,cladribine,clindamyci,clobazam,clobetasol,clomiprami,clonazepam,clonidine,clozapine,codeine,colestipol,collagenas,conjugated,cortisone,cyclopento,cysteamine,cysteine,cytarabine,cytotec,dacarbazin,daptomycin,darifenaci,daunorubic,deferasiro,desipramin,desmopress,desogestre,dexamethas,dexmedetom,dextroamph,dextrose,diazepam,diclofenac,didanosine,diflorason,diflunisal,diflupredn,digoxin,diltiazem,disopyrami,disulfiram,dobutamine,dofetilide,dopamine,dorzolamid,doxepin,doxercalci,doxycyclin,echothioph,edetate,efavirenz,enalaprila,epinephrin,epoprosten,eptifibati,ergotamine,ertapenem,erythromyc,esomeprazo,ethambutol,ethinyl,etodolac,etomidate,etoposide,famotidine,febuxostat,fentanyl,finasterid,floxuridin,fluconazol,fludarabin,fludrocort,flumazenil,fluocinoni,fluorescei,fluorometh,fluoxetine,flurazepam,fluvoxamin,fosamprena,fosphenyto,furosemide,gatifloxac,gentamicin,glipizide,glucagon,glyburide,glycopyrro,granisetro,guanfacine,haloperido,heparin,hydralazin,hydrochlor,hydrocodon,hydrocorti,hydromorph,hydroxocob,hydroxychl,hydroxypro,hydroxypro,hydroxyzin,hyoscyamin,ibuprofen,idarubicin,ifosfamide,imipenem,imipramine,indomethac,insulin,interferon,isoniazid,itraconazo,ketamine,ketoprofen,ketorolac,lactulose,lamivudine,lamivudine,lanoxin,leucovorin,leuprolide,levoleucov,lidocaine,lindane,linezolid,liothyroni,lisinopril,lithium,lorazepam,loxapine,mannitol,meclizine,medroxypro,megestrol,meloxicam,memantine,mepivacain,mesalamine,metaxalone,metformin,methadone,methamphet,methimazol,methocarba,methotrexa,methyldopa,methylphen,methylpred,metoclopra,metoprolol,metronidaz,midazolam,mirtazapin,misoprosto,mitoxantro,mometasone,montelukas,morphine,moxifloxac,multi-vita,mycophenol,nafcillin,nalbuphine,naratripta,nateglinid,nebivolol,nedocromil,nefazodone,neomycin,nevirapine,nizatidine,norepineph,norethindr,nystatin,octreotide,olanzapine,olopatadin,omeprazole,ondansetro,oxaliplati,oxaprozin,oxcarbazep,oxybutynin,oxytocin,paclitaxel,paliperido,pantoprazo,peginterfe,pentamidin,pentostati,pentoxifyl,phenobarbi,physostigm,pindolol,pioglitazo,piroxicam,polymyxin,potassium,pramipexol,prednicarb,prednisolo,pregabalin,procainami,procardia,promethazi,propafenon,propofol,protamine,quinapril,ranolazine,remifentan,repaglinid,rifampin,risedronat,risperidon,ritonavir,rocuronium,ropivacain,rosuvastat,saquinavir,scopolamin,selenium,sertraline,sildenafil,silodosin,simvastati,sodium,somatropin,spironolac,stavudine,succimer,sucralfate,sufentanil,sulfacetam,sulfasalaz,sumatripta,synercid,tacrolimus,talwin,telmisarta,temozolomi,testostero,thallous,thiothixen,timolol,tizanidine,tobramycin,topotecan,trandolapr,tranexamic,triamcinol,triamteren,trimethobe,valproate,valproic,vancomycin,vareniclin,vecuronium,verapamil,vibramycin,vincristin,vinorelbin,vitamin,voriconazo,zafirlukas,zinc,zolmitript,zolpidem
9/30/93,,,3240609,43619,44966,,0,1002790,1613,,28758,104990,,,192,22663,0,199,1223238,,1379598,186,,,,604999,14353,,,12851,350,11040,129631,,,,12993,,,0,0,,,504,164213,,,530249,,,2529,,7202,,0,0,0,3220,,,265752,,13769,697437,,0,,29279,,,,,445620,,41467,0,505,12,3828,896,,0,61,,210,,,,,,910,2267,74135,,729,20783,712265,397,21,60,48862,,226545,373920,,15356,0,,30,,467730,,438288,451,,,,885,,,485,,850757,,176,31,1056,,29,720,,853,,,2098,0,,,107387,0,816,141,201917,,,,3352478,,240306,11267,13836,13795,847,,3356,1106409,50284,123653,655985,886458,683693,7772,0,992,35,35,997659,25524,1726221,,,0,406944,228565,,21,80671,211,,75854,472,105440,,,,6256,96,,67919,255836,,103,0,316941,1127147,95993,20,507694,116873,32755,,,,,19279,53,13978,,179,130740,62268,211784,428780,114989,664617,,432203,,0,933,0,4116,,28595,,6321,,274,1006,,,,,,331688,,7892,,14406,988827,,,,12223,35,,1529,,259370,,,,,,44,,12552,707156,0,10149,,257251,1759,767373,,,19838,,,,609317,158,,14,1692,,,,150,,,,,,,,38,69378,8017,,,,271992,53,184745,,0,5008,,181734,41870,,,,,,,1784,,,4460,,6394,,,,546171,780365,1568,485,101779,7605,,,400116,2010,1142,,70396,,,24988,,
12/31/93,,,2956963,42203,30719,,0,1585754,1606,,27564,134704,,,240,20810,0,234,1130038,,1900800,266,,,,577659,13188,,,13323,77,39928,109701,,,,23541,,,0,0,,,677,139610,,,498224,,,2231,,11782,,0,,0,4825,,,216316,,11539,701574,,0,,35481,,,,,418845,,50239,,572,15,4181,835,,,125,,173,,,,,,672,5059,75834,,837,18898,642937,402,26,12,48862,,179468,340499,,14800,0,,36,,428192,,457755,207,0,,,710,,,439,,1080409,,198,26,1233,,31,561,,911,,,2164,,,,99625,0,730,,202739,,,,3103792,,222366,11042,12897,13833,862,,3268,1061477,45344,111502,665949,856720,452904,7862,11,1040,31,31,901056,29146,1611557,,,,397358,204317,,22,73915,244,,82888,461,105683,,,,5869,0,,61556,255836,,0,0,308924,1030763,90711,40,464521,115616,30635,,,,,22255,22,13675,,206,119533,60399,211784,558380,99402,583334,28116,387680,,11,,0,4115,,28213,,5757,,366,1082,,,,,,262516,,8609,,12297,936951,,,,10737,108,,,,256721,,,,,,64,,12719,647125,0,11294,,257251,2195,754242,,,22407,,,,881258,170,,0,910,,,,333,,,,,,,,29,69182,8651,,,,264319,58,167873,,0,65,,172763,38528,,,,,,,1793,,,4420,,8816,,,,451358,636397,1775,491,98905,7659,,,427302,2219,947,,64806,,,24150,,
3/31/94,,,3187885,44175,28532,,0,1571517,1769,,27564,208163,,,229,20977,0,11,1170180,,2106343,299,,,,590457,13494,,,17089,26,56322,107462,,,,20513,,,0,0,,,1477,113632,,,512818,,,3241,,15492,,0,0,0,6608,,,207539,,10713,709037,,,,40511,,,,,449773,,56172,,514,0,4263,716,,0,104,,94,,,,,,578,,72506,,1027,22489,641270,373,22,0,48862,,121862,371843,,15303,0,,23,,419465,,515096,425,0,,,691,,,321,,1289086,,205,27,876,,12,767,,235,,,2241,,,,100557,0,687,162,202739,,,,3129658,,243471,10948,14152,13918,774,,3150,1100701,50804,110821,586276,931309,547506,8406,26,1018,41,41,934198,31464,1661943,,,0,410358,210295,,16,75084,,,86054,498,85566,,,,6328,100,,62690,255836,,76,,319256,1058428,91656,37,475039,131732,31187,,,,,24612,19,16369,,202,122247,62705,213015,644469,93483,561209,195872,379891,,0,,0,4329,,29872,,4375,,214,1299,,,,,,281929,,50,,2020,950128,,,,11023,94,,,,260455,0,,,,,110,,12312,669822,0,13717,,257251,2862,826820,,,24847,,,,1116638,179,,0,1899,,,,285,,,,,,,,17,68271,10483,,,,287022,53,168591,,,5018,,215084,39132,716,,,,,,2166,,,4067,,34068,,,,491578,616963,2748,550,105615,9073,,,449371,2477,967,,63697,,,22054,,
6/30/94,,,3065754,44821,28751,,0,1234459,558,,30973,100602,,,132,16886,0,263,1100929,,1755140,271,,,,583382,13523,,,12356,11,47919,111178,,,,18133,,,,0,,,2595,107155,,,500681,,,2133,,13359,,0,,0,4900,,,180813,0,9734,650751,,,,44929,,,0,0,450457,,44911,,683,0,4203,953,,,100,,90,,,,,,2083,2521,72929,,1891,20255,613992,470,29,12,48862,,87907,378695,,15129,0,,118,,386054,,438440,441,0,,,883,,,150,,956298,,253,27,321,,32,759,,192,,,2518,,,,105666,0,733,177,210205,,,,3014538,,250268,21172,13621,142153,657,,1443,1025852,48493,100730,574037,926979,588963,8720,0,1043,80,80,979327,33354,1570379,,,,384037,205945,,11,75120,,,83361,792,76518,,,,6450,209,,65341,255836,,94,729,297847,997031,81563,155,448863,147491,30728,,,,26,27258,13,13849,,226,122418,62501,193917,635558,106347,507841,306587,379774,,0,,0,5051,,29127,,3843,,163,1246,,,,,,316209,,9335,,1216,902301,,,,9764,36,,,,261905,,,,,,108,,12688,642223,0,14406,,261318,560,822298,,,24259,,,,748082,212,,0,2100,,,,257,,0,,,,,,26,67573,12490,,,,270219,68,164629,,,4653,,219976,37978,764,,0,,,,2416,,,3944,,72838,,,,506648,586755,1671,592,100940,8607,,,450380,2254,980,,59839,,,20344,,
9/30/94,,,2888117,44484,33564,,0,892465,1959,,28923,92228,,,731,15204,0,311,1091813,,1263596,83,,,,515123,12970,,,11881,0,31267,99275,,,,16224,,,0,0,,,2736,102502,,,523854,,,2671,,7402,0,0,0,16,3576,,,195430,0,10021,660621,,0,,43858,,0,,0,445893,,36187,,685,0,4005,513,,,109,,93,,,,,,2051,0,65445,,1873,20693,587246,426,23,19,52984,,65930,361990,,14528,0,,85,,371397,,405915,440,0,,,1080,,,116,,720118,,156,51,1074,,60,656,,165,,,2347,,,,87949,0,658,168,201327,,,,3035177,,225122,181778,15179,495371,767,0,2915,1009705,52910,99803,555994,949218,553554,8958,0,1019,71,71,911955,30623,1411903,,0,,372150,193310,,20,56612,,,80620,793,61516,,,,5163,120,,66096,255836,,98,12,284294,1079992,79430,89,437145,144091,28553,,,,37,30258,0,17508,,220,115962,61871,180551,589109,113135,480464,328495,374861,,0,,0,5016,,29053,,870,,280,1449,,,,,,366484,,10292,,2897,877279,,,,8948,47,,,,270879,0,,,,,90,,12243,618968,0,14808,,230217,668,858601,,,18801,,,,588373,237,,0,2220,,,,323,,0,,,,,,40,70320,12618,,,,259822,62,165947,,0,4439,,166273,36746,,,,,,,2613,,,3542,,75099,,,,512139,558081,1543,663,109637,11053,,,466247,1328,715,,57140,,,23778,,
12/31/94,,,2807997,43973,27338,,0,1442156,1953,,24728,104832,,,801,15586,0,352,1093044,,1708263,111,,,,508792,12204,,,14014,13,56297,88817,,,,24938,,,0,0,,,3865,87878,,,556814,,,2544,,11529,,0,,0,5951,,,184890,0,9286,650675,,,,46509,,344,,0,472876,,46186,,616,0,4359,406,,0,71,,109,,,,,,759,0,74925,,2626,19248,601161,406,27,13,53344,,61804,357539,,14727,85,,114,,374739,,446411,447,0,,,1023,,,111,,922604,,138,43,1137,,155,692,,257,,,2741,,,,82210,0,645,178,185071,,,,3006382,,225113,282027,13654,691715,974,0,2887,1007183,52598,96864,537977,998440,491118,9422,13,1102,63,63,860293,37692,1394737,,0,,385843,183762,,0,53398,,,77867,735,66321,,,,5546,15,,64019,255836,,104,,284585,1113807,78490,62,425802,145648,29445,,,,45,32603,0,18243,,214,119789,62873,169447,810100,103321,454884,361696,371536,,0,,,4943,,30179,,1407,,279,1363,,,,,,322019,,11896,,1357,873158,,,,8591,138,,,,289750,0,,,,,70,,12329,600940,0,15133,,218991,469,837053,,,14683,,,,844092,225,,0,2317,,,,324,,12,,,,,,39,69773,14346,,,,251585,90,160538,,0,3886,,161320,37019,,,39,,,,2739,,,3755,,87453,,,,448112,460077,1805,809,114252,10770,,,491660,1655,472,,53970,,,22150,,
3/31/95,,,2666426,41319,23087,,0,1729626,2172,,17981,116469,,,509,13397,19,444,962805,,1919587,303,,,,519736,11406,,,13143,16,69091,75772,,,,27771,,16433,,,,,3842,84564,,,489524,,,2912,,12397,,0,,0,6011,,,133350,,6811,552608,,,,40154,,1969,,0,454210,,43255,,718,0,4035,637,,0,134,,142,,,,,,2461,,71222,,2799,16303,496102,341,14,27,45468,,50870,329309,,12876,153,,0,,311140,,402178,452,0,,,1006,,,93,,1012732,,164,43,1049,,89,860,,224,,,2621,,,,84412,0,575,171,183612,41,,,2560700,,234328,336436,10713,729077,866,0,2779,879173,43518,87280,488552,871694,437755,8937,12,1042,42,42,823163,43962,1256604,,0,,336630,169686,,0,60115,,,67026,774,66367,,,,6568,110,,56884,255836,,101,0,254678,820473,62539,161,402185,141918,27654,,,0,,28089,11,13413,,199,92144,60114,151283,707716,91600,383393,384494,314205,,0,,,5095,,23509,,4349,,326,1641,,,,,25,329850,,11300,,1863,811363,,,,5649,110,,,,240544,0,,,,,74,,11899,537558,0,14035,,181687,246,728794,,515,23634,,,,935818,261,,0,2448,,,,293,,,,,,,,22,48952,,,,,210757,66,135601,,,867,,190997,30600,,,64,,,,2961,,,3644,,102614,,,,405999,378294,2035,766,98684,8693,,,502625,1749,656,,49683,,,16896,,
6/30/95,,,2866262,45854,24050,,0,1420138,2541,,27513,104109,,,710,13453,0,451,1074096,,1592571,168,,,,608144,11955,,,13789,70,64727,93418,,,,22067,,79128,0,0,,,4030,108229,,,549564,,,3166,,8579,,0,0,0,7064,,,152217,0,8581,562286,,,,49219,,4176,,0,493930,,43592,,823,0,4056,923,,0,120,,224,,,,,,827,,75100,,1895,23488,566608,435,44,19,51450,,48460,338827,,12854,379,,204,,354406,,415461,470,0,,,1045,,,151,,846845,,140,31,1087,,116,856,,352,,,2734,,,,94697,0,730,209,167405,,,,2951313,,244131,382674,12588,855212,994,12,2734,994006,55740,92515,581027,957797,528296,10180,12,1129,77,77,917407,47394,1392630,,,0,382812,181198,,0,67371,,,71241,1109,94362,,,,5481,0,,66423,255836,,110,0,299271,1050211,72700,149,423587,165503,29575,,,,,29547,0,16458,,213,115735,63190,153216,783378,103981,404756,434812,341003,,0,,,,,32767,,4804,,666,1809,,,,,4071,347450,,11948,,2092,813297,,,,5766,144,,,,282202,0,,,,,92,,11967,584773,0,15046,,180505,4483,792379,,,38136,,,,745441,298,,0,2648,,,,310,,0,,,,,,72,62795,16065,,,,268998,64,153727,,,3377,,206002,35812,,,64,,,,2892,,,3837,,108515,,,,475711,415511,1672,863,115468,11226,,,551977,1489,610,,63442,,,21727,,
9/30/95,,,3032499,49611,36539,,0,1211691,543,,27513,106430,,,533,12793,0,506,1203873,,1338345,213,249492,,,681095,13297,,,7414,590,48743,112423,,,,4786,,137740,0,0,,,6392,103464,,0,634176,,,3653,,5847,,0,0,0,5311,,,182732,,9412,743475,,0,,58730,,7204,,0,572496,,41116,,754,0,4928,812,,0,195,,221,,,,,,2689,3833,72360,,1445,21900,658457,12846,58,49,52357,,59702,366813,,13365,365,,132,,399417,,428273,406,0,,,1459,,,195,,679336,,166,17,1107,,102,787,,1491,,,3171,,,,107283,,1307,248,167326,0,,,3296350,,238097,442337,16578,958080,1255,14,2713,1050418,59594,100456,644367,1117665,563688,11300,21,1297,118,118,986633,54871,1566509,,,,404099,191743,,0,72249,324,,74632,944,108158,,,,7223,,,74712,255836,,64,0,301268,1241977,82604,206,486315,184248,34490,,,,,40051,28,22777,,252,124149,70742,160649,820335,131240,418434,513352,389972,,0,,,,,35990,,8058,,578,2210,,,,,10359,516479,,12313,,2316,927393,,,,1686,14,,,,315376,0,,,,,92,,12352,624789,0,17292,,189822,3017,934945,,,51665,,,,441495,326,,0,2865,,,,289,,6885,,,,,,37,69868,17215,,,,277561,61,175665,,0,3377,,173927,39725,77,,68,,,,3798,,,4255,,108654,,,,491682,472901,2005,888,124261,12915,,,660381,1452,897,0,59679,,,23553,,
12/31/95,,,2813642,47839,25615,,0,1968352,1830,,28413,139063,,,852,12281,0,508,1151567,,1901402,195,254945,,,611232,12721,,1393,7333,590,87180,89448,,,,9902,,160571,0,0,,,7340,92745,,610,610426,,,4747,,9325,,0,,0,5539,,,157026,,8327,693296,,,,54671,,8564,,0,569637,,47996,,797,0,4703,741,,0,193,,142,,,,,,1141,,80894,,1462,23231,616624,147864,66,38,42566,,83035,325535,,13289,763,,96,,379315,,440114,419,0,,,1277,,,161,,923515,,165,30,944,,104,668,,237,,,2888,,,,97292,0,1624,264,155622,0,,,3108166,,213545,436482,14433,929026,1005,17,5979,1021091,63938,97154,616989,1114906,464867,11269,30,11115,109,109,920976,59749,1558599,,,,392273,169817,,0,66066,,,70257,715,106189,39,39,,6744,,,70851,255836,,124,,297550,1200856,75935,193,451782,174208,33617,,,0,,36581,0,23024,0,265,122948,69273,141779,981749,113896,390203,527660,364033,,0,,,5339,,35460,,11144,,848,2284,,,,,10344,380640,,11755,,1621,873293,,,,328,168,,,,321051,0,,,,,71,,11495,584390,0,16159,,168302,331,914837,,369,70089,,,,686052,338,,0,2923,,,,237,,,,,,,,57,61788,16946,,,,281120,76,160961,,,2707,,160654,36501,474,,90,,,,3625,,,3743,,103123,,,,417060,430439,2130,857,126648,15326,,,645720,1821,783,0,58162,,,24981,,
3/31/96,,,2894941,46715,24215,,0,2381003,2021,,29096,159748,,,851,13086,0,622,1170145,,1880402,204,238547,,,633769,13035,,,8252,590,90283,87852,,,,7516,,176704,0,0,,,6830,99756,,152400,615823,,,4726,,9305,0,,,0,9124,350,,148857,,8093,671707,,,,54175,,9497,,0,587956,,54149,,804,0,4793,684,0,0,103,,186,,,,,,1372,,68434,,1467,24725,610741,222751,82,42,40332,,108821,308512,,13441,284,,102,,388877,,451205,420,0,,,1381,,,157,,948646,,181,45,880,,86,713,,405,,,2902,,,,100690,0,871,288,159970,,,,3112334,,229596,439698,15301,961531,1085,16,26787,1030496,69058,99464,620433,1178621,510442,11631,13,30683,83,83,922444,62854,1559903,,0,,392591,174806,,0,60374,,,77921,739,102276,,,,6880,,,67988,255836,,127,,297759,1213076,74089,160,449875,166305,33528,,,,,38981,0,23460,,,125737,69283,137082,1012620,102577,386746,556378,358132,,,,,,,39170,,12048,,653,1544,,,,,25996,418244,,12321,,1082,846630,,,,759,46,,,,318839,0,0,,,,78,,,601964,0,16250,,161226,5088,927136,,,62185,,,,771494,324,,0,3337,,,,42,,,,,,,,101,60646,18068,,,,299052,47,160923,,,2707,,196859,37060,955,,91,,,,3754,,,18120,,118195,,,,435813,419356,3128,918,131865,13568,,,658474,1716,384,0,59339,,,25605,,
6/30/96,,,2655143,45674,25143,,0,2364447,2072,,25940,113711,,,778,10934,0,597,1146277,,1312845,195,172596,,,631084,13872,,7381,8295,590,68719,90294,,,,5113,,183065,0,0,,,6688,106589,,152400,599589,,,4993,,6708,0,,0,11,7289,,,143311,0,7794,645003,,,,52562,,10161,,,576286,,44211,,826,0,5121,803,0,0,156,,204,,,,,,3175,2886,68636,,204,20053,596414,244358,65,0,37160,,94603,288293,,13612,509,,37,,379465,,393109,385,,,,1655,,,161,,701045,,158,,856,,145,765,,921,,,3119,,,,108407,0,1938,300,140859,0,,,3194499,,226890,438754,16517,922989,1217,0,45595,1014155,73290,98563,635061,1260736,514985,12300,16,43981,74,74,952862,57721,1435704,,,,376282,168642,,0,65128,,,69628,1262,102769,1288,1288,,7683,,,70630,255836,,137,,299960,1190112,71586,241,462879,178147,33158,,,0,,35350,0,27036,,296,124801,73144,128409,917313,117614,353174,567225,356395,,,,,,,39779,,11964,,887,1791,,,,,25996,383747,,13285,,941,820551,,,,328,57,,,,331741,0,0,,,,68,,,598934,0,15759,,154218,5407,920438,,,82421,,,,550883,335,0,0,3177,,,,277,,,,,,,,130,59452,18895,,,,271537,94,160591,,,3158,0,201008,36944,1403,,114,,,,3982,,,73380,,117585,,,,468143,416811,2164,1039,136380,14858,,0,651320,1454,435,0,70217,,,33619,,
9/30/96,,,2758416,46096,32816,,0,2215347,2048,,25008,113899,,,992,10803,0,0,1216433,,1071473,218,155862,,,689313,14207,,3384,6933,590,59659,95740,,129,,3132,,210834,0,0,,,7478,118289,,152400,672023,,,6073,,,,,,0,1745,1258,,144306,,7467,684793,,,,57818,,11588,,27,623604,,40427,,877,0,5198,905,0,,111,,185,,,,,,1433,,61908,,166,26535,656087,265903,63,16,37462,,109573,285466,,13338,571,,40,,389642,,375362,402,,,,1777,,,143,,544359,,194,34,1232,,130,821,,378,,,3123,,,,115669,,4257,360,147140,0,,,3466255,,212448,434581,18869,1009604,901,0,59910,1053740,80766,103326,690055,1347789,512740,13070,12,56918,64,64,1010995,67367,1529841,,,,386822,178526,,56,64643,,,80297,1169,123768,1789,1789,,8082,,,77972,255836,,161,0,311923,1321185,80714,203,488063,168887,36355,,,,,42779,,28565,,272,139612,80242,126168,867134,131728,375669,613955,372663,,15,,0,6498,,39407,,13910,,947,2138,,,,,25996,438330,,15013,,801,882594,,,,365,164,,,,360888,0,,,,,63,,11646,630247,0,16836,,154029,3888,1010979,,299,91148,,,,478775,385,,0,2326,,,,106,,,253,,,,,98,64735,20229,,,,290248,53,173635,,,2480,30,154683,39989,1180,,127,,,,4612,,,112518,,101161,,,,461728,456185,1918,1115,147258,16508,,0,675926,1458,488,,72626,,,33050,,
12/31/96,,,2753532,42315,22555,,0,3079327,1851,,23992,134231,,,1119,10770,0,12,1138493,,1417947,179,171246,,,656429,13197,,11439,6438,74,92231,83611,,192,,5616,,193765,0,0,,,6896,113379,,152400,635930,,,5218,,5131,,,0,15,8396,1260,,132462,,6953,647651,,,,52677,,11084,24,272504,608964,,44582,,767,0,4618,840,0,,194,,200,,,,,,3379,2358,64848,,70,24232,606134,208041,57,39,34437,,117167,253423,,11165,1060,,76,,358932,,381326,372,0,,,1628,,,13,,693087,,157,16,1231,,76,800,,364,,,2722,,,,102011,0,6657,358,140626,,,,3147287,,200047,452486,16191,973950,1112,0,65294,973142,74818,95211,624288,1262414,464571,12477,0,58376,67,67,885198,73940,1528259,,,,353301,155661,,69,58990,,,71942,868,118341,1910,1910,,8520,,,72819,255836,,148,,290840,1251673,72336,247,439998,151801,33628,,,,333,42791,,26245,,259,131030,77428,112725,963535,115991,335851,571023,325823,,105,,,5555,,37845,,13179,,897,1790,,,,,25996,347551,,13857,,1603,811267,,241,,12906,182,,,,337611,0,,,,,69,,10615,577445,0,15436,,138944,4299,935456,,,77710,,,,630143,375,,0,5348,,,,15,,0,244,,,,,89,59449,18929,,,,292043,146,156601,,0,10505,22,148099,37657,994,,151,,,,4363,,,124530,,93110,,211,,414897,384785,2011,1061,140080,17122,,,607407,1460,534,,67996,,,31457,,
3/31/97,,,2638070,36237,19411,,0,3215407,2027,,20788,175191,,,897,9008,0,672,1097863,,1445312,130,160560,,,582159,12737,,,7981,80,100499,75211,,141,,7020,,181385,0,0,,,6788,109658,,152400,598525,,,6571,,5972,0,,,15,9694,,,116414,,5878,581617,,,,49320,,11616,14488,567331,594870,,46048,,725,0,4541,780,,,167,,80,,,,,,1305,,63426,,0,20664,551180,237526,44,38,28796,,121733,219751,,10235,553,,58,,336932,,387244,318,,,,1504,,,149,,737848,,198,29,2956,,122,850,,277,,,885,,,,97091,,8460,,134720,,,0,2985633,,211130,444007,14860,952718,1041,0,72762,902471,76809,90221,619518,1256847,435230,11348,0,61910,90,90,851617,73087,1536143,,,,337100,148709,4291,69,49319,,,62551,990,100061,2135,2135,,7794,,,69787,255836,,153,,271162,1155353,61919,203,432489,143532,33186,,,0,334,40395,,28976,,196,121820,75072,102686,919558,105488,310866,588316,310702,,246,,,6088,,38521,,12621,,800,1419,,,,,25996,351723,,,,1054,780166,,1202,,15120,197,,,,323924,0,,,,,34,,0,547736,0,14746,,115382,6468,915600,,254,82777,,,,720609,387,,0,5868,,,,25,,,,,,,,126,51176,,,,,262226,100,149444,,,65005,29,176133,35367,1263,,169,,,,4349,,,127350,,106297,,,,400218,430952,2197,1226,136968,15027,,0,572448,1378,523,,64006,,,32676,,
6/30/97,,,2579166,39124,21284,,0,2925235,1968,,20085,115344,,,1136,8803,0,713,1169527,,1018734,122,110676,0,,686865,13423,,10456,8113,142,84711,86043,,177,,7560,,203225,0,0,,,9360,118103,,152400,643473,,,6337,,983,0,,0,29,7755,2350,,123206,,6570,601519,,,,54610,,15660,37056,689042,635291,,36957,,802,0,4454,922,0,,310,,63,,,,,,1717,,61248,,0,26795,618146,244924,54,42,31848,,135938,219560,,11269,910,,200,,351759,,352417,300,,,,1547,0,,113,,536914,,158,12,52639,,77,874,,441,,,2750,,,,110170,,10691,,129018,21,,0,3318750,,220181,473096,16758,1025610,1097,,79934,930672,90260,96226,681849,1409087,456682,13436,14,70319,114,114,931150,82838,1638978,,,,342009,157032,3849,69,49666,,,64466,2368,131468,2279,2279,,8619,,,75353,256844,,113,0,283458,1330686,66836,205,459118,159978,37566,,,,0,46328,,30776,,139,135617,83957,100437,904585,125756,319685,642650,321647,,685,,,6297,,43697,,15312,,963,1677,,,,,25996,317440,0,,,2024,770223,,793,,17151,70,,,,359627,0,,,,,23,,10401,564491,0,15820,,119574,11385,1011755,,,102612,,,,536752,425,,0,6049,,,,14,,63,,,,,,168,58288,,,,,296647,83,168661,,0,103123,0,171793,38989,1015,,204,,,,4860,,,128643,,110679,,134,,445349,491415,2851,1270,149650,17708,,0,604676,1515,673,,74563,,,37292,,
9/30/97,,,2567696,41537,27018,,,2607097,1694,,18728,111874,,,1613,7887,0,870,1186109,,770667,92,95369,0,,743671,13821,,8750,9081,192,60441,81309,,208,,8370,,211621,31,0,,,10209,124672,,152400,661521,,,6525,,3131,0,,,13,5600,84,,120287,,7583,614599,,,,56248,,29898,47298,776404,651215,,35191,,917,0,4473,958,0,0,253,,113,,,,,,3478,,56663,,0,24183,644432,218769,65,37,36428,,162579,217332,,12095,1319,,36,,348009,,319863,277,,,,1595,,,102,,413380,,145,30,94351,,122,934,,438,,,2764,,,,111423,,11116,,128272,21,,0,3543031,,196242,483452,18936,1003677,1466,,87857,932666,94955,99579,723566,1561301,421250,14663,0,76362,84,84,917241,87547,1637492,,,,323266,165700,3837,69,49122,,,59986,23709,151253,2358,2358,,9058,,,74871,256844,,110,,288363,1394970,65758,127,475041,173802,42245,,,0,95,48664,,32333,0,100,136535,88914,109082,756273,126633,329699,669796,337487,,993,,,4977,,45562,,14511,,909,1766,,,,,25996,323712,,,,605,751734,,4763,,522,223,,,,397950,12,,,,,30,,117356,568883,0,16409,,126032,11561,1072424,,,116179,,,,453713,71,,0,6308,,,,1364,,,,,,,,150,58977,411,,,,279476,102,177342,,,116756,0,130511,40557,648,,227,,,,4823,,,161298,,98367,,198,,419358,527678,2139,1373,158268,19660,,,611113,1479,544,,80795,,,44715,,
